Time;Dev. Time;Source;RSRP/TxP;RSRQ/PL;CC;NR-ARFCN;PCI;Num;SFN;Slot;HARQ;MCS;Mod;TBS;RB;Layers;CRC;ReTx;RV;MIMO;CQI;PMI-i11;PMI-i12;PMI-i13;PMI-i2;RI;LI;CRI;SAI;BWP;Type;RSRP 1;RSRP 2;RSRP 3;RSRP 4;Info;Info
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;12;1;Direct;1412;1412;1415;4;2740;;;;1412;1412;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.776-2026/02/04;MAC DCI DL_1_1;;;0;;;1;812;13;6;22;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.856;09:40:45.776-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;812;13;6;22;256Q;4612;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;13;1;Direct;1416;1416;1419;4;2740;;;;1416;1416;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.776-2026/02/04;MAC DCI DL_1_1;;;0;;;1;812;14;7;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.856;09:40:45.776-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;812;14;7;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;14;1;Direct;1420;1420;1423;4;2740;;;;1420;1420;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.780-2026/02/04;PUCCH;;;0;;;1;812;15;;;;;1;14;Format:1;;;;;;;;;;;;;;;;;;;SR;
11:40:52.856;09:40:45.780-2026/02/04;MAC UCI SR;;;0;;;1;812;15;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#1
11:40:52.856;09:40:45.776-2026/02/04;MAC DCI DL_1_1;;;0;;;1;812;16;9;22;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;812;16;9;22;256Q;4612;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;16;1;Direct;1424;1424;1426;3;2646;;;;1424;1424;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;16;1;Direct;1427;1427;1427;1;94;;;;1427;1427;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI UL_0_1;;;0;;;1;812;17;5;22;;;;;;;;;;;;;;;;;0;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI DL_1_1;;;0;;;1;812;18;10;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;812;18;10;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;812;18;1;Direct;1428;1428;1431;4;2740;;;;1428;1428;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.780-2026/02/04;PUSCH;;;0;;;1;812;19;5;22;256Q;640;6;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;PDCP UL;;;0;No Pad;DRB;NR;812;19;3;;417;427;417;10;229;UL STS or NewTx;;;417;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;No BSR;R:;B:;812;19;5;E;11;640;640;;;;;;;;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;0;11;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;0;11;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;0;1;Direct;1432;1432;1435;4;2740;;;;1432;1432;;;;;;;;;;;;;;;
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;1;12;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;1;12;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;1;1;Direct;1436;1436;1439;4;2740;;;;1436;1436;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;1;1;Direct;1440;1440;1440;1;1276;;;;1440;1440;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.783-2026/02/04;PUCCH;;;0;;;1;813;3;;;;;1;14;Format:1;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.783-2026/02/04;MAC UCI SR;;;0;;;1;813;3;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#1
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;4;14;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;MAC DCI UL_0_1;;;0;;;1;813;4;6;15;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.856;09:40:45.780-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;4;14;23;256Q;9987;32;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;4;1;Direct;1441;1441;1447;7;4204;;;;1441;1441;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.783-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;5;15;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.783-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;5;15;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;5;1;Direct;1448;1448;1451;4;2740;;;;1448;1448;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.783-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;6;0;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.783-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;6;0;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;6;1;Direct;1452;1452;1455;4;2740;;;;1452;1452;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.783-2026/02/04;PUCCH;;;0;;;1;813;7;;;;;1;14;Format:1;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.783-2026/02/04;MAC UCI SR;;;0;;;1;813;7;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#1
11:40:52.871;09:40:45.783-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;8;1;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.783-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;8;1;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;8;1;Direct;1456;1456;1459;4;2740;;;;1456;1456;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.783-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;10;2;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-3; DL Car: 0
11:40:52.871;09:40:45.783-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;10;2;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;10;1;Direct;1460;1460;1463;4;2740;;;;1460;1460;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;PUSCH;;;0;;;1;813;11;6;15;64Q;141;2;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;CSI Report;;;;;;1;813;11;;;;;;;;;;;11;4;0;;0;2;;0;;;;-;-;-;-;N1=2;N2=1;O1=4;O2=1;CBM=1;;CarId:0;RepId:0;Type:A;Bits(X1:3;X2:1)
11:40:52.887;09:40:45.803-2026/02/04;PDCP UL;;;0;No Pad;DRB;NR;813;11;3;;;429;427;2;116;NewTx;;;427;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;Short BSR;R:BSR;B:BSR;813;11;6;S;E;2;141;141;384;;;;;;;;;;;;;;;;;;;;Periodic Expiry BSR;LC:5;Ix:12(<=384 bytes)
11:40:52.871;09:40:45.783-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;12;4;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.783-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;12;4;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;12;1;Direct;1464;1464;1467;4;2740;;;;1464;1464;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;13;5;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;13;5;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;13;1;Direct;1468;1468;1471;4;2740;;;;1468;1468;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;14;6;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;14;6;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;14;1;Direct;1472;1472;1473;2;1370;;;;1472;1472;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;PUCCH;;;0;;;1;813;15;;;;;1;14;Format:3;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.787-2026/02/04;MAC UCI SR;;;0;;;1;813;15;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#3
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;16;8;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;16;8;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;16;1;Direct;1474;1474;1475;2;1370;;;;1474;1474;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI UL_0_1;;;0;;;1;813;17;7;22;;;;;;;;;;;;;;;;;0;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;17;9;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;17;9;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;17;1;Direct;1476;1476;1479;4;2740;;;;1476;1476;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;17;1;Direct;1480;1480;1480;1;1276;;;;1480;1480;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;813;18;10;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.787-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;813;18;10;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;813;18;1;Direct;1481;1481;1481;1;94;;;;1481;1481;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;PUSCH;;;0;;;1;813;19;7;22;256Q;437;4;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;PDCP UL;;;0;No Pad;DRB;NR;813;19;3;;;436;429;7;263;UL STS or NewTx;;;429;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;No BSR;R:;B:;813;19;7;E;8;437;437;;;;;;;;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.787-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;0;12;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;0;1;Direct;1482;1482;1487;6;4110;;;;1482;1482;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;0;12;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;2;1;Direct;1488;1488;1491;4;2740;;;;1488;1488;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;2;13;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.791-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;2;13;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.791-2026/02/04;PUCCH;;;0;;;1;814;3;;;;;1;14;Format:3;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.791-2026/02/04;MAC UCI SR;;;0;;;1;814;3;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#3
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;4;1;Direct;1492;1492;1495;4;2740;;;;1492;1492;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;4;15;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.791-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;4;15;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;5;1;Direct;1496;1496;1499;4;2740;;;;1496;1496;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;5;1;Direct;1500;1500;1500;1;1276;;;;1500;1500;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI UL_0_1;;;0;;;1;814;5;7;31;;;;;;;;;;;;;;;;;0;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;5;0;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.791-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;5;0;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.790-2026/02/04;PDCP DL;;;;;;NR;814;6;1;Direct;1501;1501;1503;3;1464;1504;1504;1504;1501;1501;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;6;1;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.791-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;6;1;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.871;09:40:45.796-2026/02/04;PUSCH;;;0;;;1;814;7;7;31;256Q;437;5;;;CBG ReTx CRC;2;SISO;;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;No BSR;R:;B:;814;7;7;;0;437;437;;;;;;;;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.791-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;8;3;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;8;3;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;8;1;Direct;1504;1504;1507;4;2740;;;;1504;1504;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;10;4;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;10;4;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;10;1;Direct;1508;1508;1511;4;2740;;;;1508;1508;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.796-2026/02/04;PUCCH;;;0;;;1;814;11;;;;;1;14;Format:3;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.796-2026/02/04;MAC UCI SR;;;0;;;1;814;11;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#3
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;12;6;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;12;6;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;12;1;Direct;1512;1512;1515;4;2740;;;;1512;1512;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI UL_0_1;;;0;;;1;814;13;8;16;;;;;;;;;;;;;;;;;0;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;13;7;22;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;13;7;22;256Q;4612;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;13;1;Direct;1516;1516;1519;4;2740;;;;1516;1516;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;13;1;Direct;1520;1520;1520;1;1276;;;;1520;1520;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;14;8;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.796-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;14;8;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;14;1;Direct;1521;1521;1523;3;1464;;;;1521;1521;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;PUSCH;;;0;;;1;814;15;8;16;64Q;153;2;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;PDCP UL;;;0;No Pad;DRB;NR;814;15;3;;;438;436;2;128;NewTx;;;436;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;Short BSR;R:BSR;B:BSR;814;15;8;S;E;2;153;153;1038;;;;;;;;;;;;;;;;;;;;Periodic Expiry BSR;LC:5;Ix:15(<=1038 bytes)
11:40:52.871;09:40:45.796-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;16;10;22;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;16;10;22;256Q;4612;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;16;1;Direct;1524;1524;1527;4;2740;;;;1524;1524;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI DL_1_1;;;0;;;1;814;18;11;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;814;18;11;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;814;18;1;Direct;1528;1528;1531;4;2740;;;;1528;1528;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;PUCCH;;;0;;;1;814;19;;;;;1;14;Format:3;;;;;;;;;;;;;;;;;;;SR;
11:40:52.871;09:40:45.800-2026/02/04;MAC UCI SR;;;0;;;1;814;19;;;;;;;;;;;;;;;;;;;;;;;;;;ACK_NACK:SR;PUCCH Fmt#3
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI DL_1_1;;;0;;;1;815;0;13;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;815;0;13;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;0;1;Direct;1532;1532;1534;3;2646;;;;1532;1532;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;0;1;Direct;1535;1535;1535;1;94;;;;1535;1535;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI DL_1_1;;;0;;;1;815;1;14;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI UL_0_1;;;0;;;1;815;1;9;21;;;;;;;;;;;;;;;;;0;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;815;1;14;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;1;1;Direct;1536;1536;1538;3;2646;;;;1536;1536;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;1;1;Direct;1539;1539;1539;1;94;;;;1539;1539;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI DL_1_1;;;0;;;1;815;2;15;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-1; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;815;2;15;23;256Q;3585;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 0
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;2;1;Direct;1540;1540;1543;4;2740;;;;1540;1540;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;PDCP UL;;;0;No Pad;DRB;NR;815;3;3;;;456;438;18;403;UL STS or NewTx;;;438;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;PUSCH;;;0;;;1;815;3;9;21;256Q;1089;11;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;L2 UL TB;;;0;No BSR;R:;B:;815;3;9;E;19;1089;1089;;;;;;;;;;;;;;;;;;;;;;
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI DL_1_1;;;0;;;1;815;4;1;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-2; DL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;MAC DCI UL_0_1;;;0;;;1;815;4;10;15;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:40:52.871;09:40:45.800-2026/02/04;PDSCH;-62.52;-10.33;0;660096;266;1;815;4;1;23;256Q;4992;16;3;PASS;0;0;4x4;;;;;;;;;;;;;;;;;NDI: 1
11:40:52.887;09:40:45.819-2026/02/04;PDCP DL;;;;;;NR;815;4;1;Direct;1544;1544;1547;4;2740;;;;1544;1544;;;;;;;;;;;;;;;
11:40:52.887;09:40:45.803-2026/02/04;MAC DCI DL_1_1;;;0;;;1;815;5;2;23;;;;;;;;;;;;;;;;;;0;;;;;;LEVEL_1;DAI: 0-0; DL Car: 0
